"laus","sfips","cfips","county","year","lforce","employed","unemployed","unemprate"
"CN516600","51","660","Harrisonburg city, VA","2001",19914,19363,551,2.8
"CN516700","51","670","Hopewell city, VA","2001",9933,9473,460,4.6
"CN516780","51","678","Lexington city, VA","2001",2307,2216,91,3.9
"PA510550","51","680","Lynchburg city, VA","2001",29894,28658,1236,4.1
"CN516830","51","683","Manassas city, VA","2001",19565,18949,616,3.1
"CN516850","51","685","Manassas Park city, VA","2001",5971,5863,108,1.8
"CN516900","51","690","Martinsville city, VA","2001",6588,6074,514,7.8
"PA510050","51","700","Newport News city, VA","2001",83823,80853,2970,3.5
"PA510150","51","710","Norfolk city, VA","2001",94408,90351,4057,4.3
"CN517200","51","720","Norton city, VA","2001",1518,1449,69,4.5
"CN517300","51","730","Petersburg city, VA","2001",13959,13191,768,5.5
"CN517350","51","735","Poquoson city, VA","2001",5860,5721,139,2.4
"PS510600","51","740","Portsmouth city, VA","2001",43353,41452,1901,4.4
"CN517500","51","750","Radford city, VA","2001",7409,7103,306,4.1
"PA510300","51","760","Richmond city, VA","2001",95842,91862,3980,4.2
"PA510400","51","770","Roanoke city, VA","2001",46933,45282,1651,3.5
"CN517750","51","775","Salem city, VA","2001",12953,12585,368,2.8
"CN517900","51","790","Staunton city, VA","2001",11575,11241,334,2.9
"CN518000","51","800","Suffolk city, VA","2001",30900,29940,960,3.1
"PA510250","51","810","Virginia Beach city, VA","2001",209636,203558,6078,2.9
"CN518200","51","820","Waynesboro city, VA","2001",9314,8970,344,3.7
"CN518300","51","830","Williamsburg city, VA","2001",4653,4389,264,5.7
"CN518400","51","840","Winchester city, VA","2001",13031,12615,416,3.2
"CN530010","53","001","Adams County, WA","2001",8125,7425,700,8.6
"CN530030","53","003","Asotin County, WA","2001",9879,9335,544,5.5
"PA530400","53","005","Benton County, WA","2001",77083,72664,4419,5.7
"CN530070","53","007","Chelan County, WA","2001",35033,32202,2831,8.1
"PA530800","53","009","Clallam County, WA","2001",25777,23759,2018,7.8
"CN530110","53","011","Clark County, WA","2001",181180,168866,12314,6.8
"CN530130","53","013","Columbia County, WA","2001",1693,1538,155,9.2
"PA530450","53","015","Cowlitz County, WA","2001",42404,38423,3981,9.4
"CN530170","53","017","Douglas County, WA","2001",17325,16064,1261,7.3
"CN530190","53","019","Ferry County, WA","2001",2867,2547,320,11.2
"CN530210","53","021","Franklin County, WA","2001",23385,21524,1861,8
"CN530230","53","023","Garfield County, WA","2001",1060,1006,54,5.1
"CN530250","53","025","Grant County, WA","2001",35370,32232,3138,8.9
"PA530500","53","027","Grays Harbor County, WA","2001",28543,25935,2608,9.1
"CN530290","53","029","Island County, WA","2001",28943,27186,1757,6.1
"CN530310","53","031","Jefferson County, WA","2001",12013,11249,764,6.4
"PS530250","53","033","King County, WA","2001",994122,943787,50335,5.1
"PS530100","53","035","Kitsap County, WA","2001",105549,99223,6326,6
"CN530370","53","037","Kittitas County, WA","2001",17160,16030,1130,6.6
"CN530390","53","039","Klickitat County, WA","2001",9211,8183,1028,11.2
"PA530750","53","041","Lewis County, WA","2001",29015,26526,2489,8.6
"CN530430","53","043","Lincoln County, WA","2001",4553,4291,262,5.8
"CN530450","53","045","Mason County, WA","2001",20602,19027,1575,7.6
"CN530470","53","047","Okanogan County, WA","2001",18930,17051,1879,9.9
"CN530490","53","049","Pacific County, WA","2001",8541,7825,716,8.4
"CN530510","53","051","Pend Oreille County, WA","2001",4667,4250,417,8.9
"PS530160","53","053","Pierce County, WA","2001",335683,313873,21810,6.5
"CN530550","53","055","San Juan County, WA","2001",7484,7125,359,4.8
"PA530550","53","057","Skagit County, WA","2001",51276,47631,3645,7.1
"CN530590","53","059","Skamania County, WA","2001",4893,4351,542,11.1
"PS530300","53","061","Snohomish County, WA","2001",329729,312295,17434,5.3
"PS530120","53","063","Spokane County, WA","2001",210953,197100,13853,6.6
"CN530650","53","065","Stevens County, WA","2001",17205,15634,1571,9.1
"PS530180","53","067","Thurston County, WA","2001",107624,101447,6177,5.7
"CN530690","53","069","Wahkiakum County, WA","2001",1584,1454,130,8.2
"CN530710","53","071","Walla Walla County, WA","2001",27323,25547,1776,6.5
"PA530650","53","073","Whatcom County, WA","2001",87723,82027,5696,6.5
"CN530750","53","075","Whitman County, WA","2001",18594,17782,812,4.4
"PS530170","53","077","Yakima County, WA","2001",109618,99293,10325,9.4
"CN540010","54","001","Barbour County, WV","2001",6688,6234,454,6.8
"CN540030","54","003","Berkeley County, WV","2001",40103,38519,1584,3.9
"CN540050","54","005","Boone County, WV","2001",9611,9098,513,5.3
"CN540070","54","007","Braxton County, WV","2001",5720,5343,377,6.6
"CN540090","54","009","Brooke County, WV","2001",11592,11004,588,5.1
"CN540110","54","011","Cabell County, WV","2001",44007,41828,2179,5
"CN540130","54","013","Calhoun County, WV","2001",2859,2560,299,10.5
"CN540150","54","015","Clay County, WV","2001",3570,3305,265,7.4
"CN540170","54","017","Doddridge County, WV","2001",2898,2735,163,5.6
"PA540650","54","019","Fayette County, WV","2001",18270,17108,1162,6.4
"CN540210","54","021","Gilmer County, WV","2001",2902,2738,164,5.7
"CN540230","54","023","Grant County, WV","2001",5673,5415,258,4.5
"CN540250","54","025","Greenbrier County, WV","2001",14990,14093,897,6
"CN540270","54","027","Hampshire County, WV","2001",9227,8875,352,3.8
"CN540290","54","029","Hancock County, WV","2001",15282,14593,689,4.5
"CN540310","54","031","Hardy County, WV","2001",6783,6526,257,3.8
"PA540150","54","033","Harrison County, WV","2001",30758,29100,1658,5.4
"CN540350","54","035","Jackson County, WV","2001",12516,11817,699,5.6
"CN540370","54","037","Jefferson County, WV","2001",23041,22269,772,3.4
"CN540390","54","039","Kanawha County, WV","2001",95726,91179,4547,4.8
"CN540410","54","041","Lewis County, WV","2001",7339,6927,412,5.6
"CN540430","54","043","Lincoln County, WV","2001",8075,7521,554,6.9
"PA540700","54","045","Logan County, WV","2001",13462,12675,787,5.8
"PA540350","54","047","McDowell County, WV","2001",6972,6408,564,8.1
"PA540300","54","049","Marion County, WV","2001",26054,24691,1363,5.2
"CN540510","54","051","Marshall County, WV","2001",15686,14733,953,6.1
"CN540530","54","053","Mason County, WV","2001",10347,9571,776,7.5
"PA540400","54","055","Mercer County, WV","2001",25463,24173,1290,5.1
"CN540570","54","057","Mineral County, WV","2001",12875,12159,716,5.6
"CN540590","54","059","Mingo County, WV","2001",8924,8335,589,6.6
"PA540450","54","061","Monongalia County, WV","2001",41473,39848,1625,3.9
"CN540630","54","063","Monroe County, WV","2001",5779,5513,266,4.6
"CN540650","54","065","Morgan County, WV","2001",7259,6959,300,4.1
"CN540670","54","067","Nicholas County, WV","2001",10787,10155,632,5.9
"PA540500","54","069","Ohio County, WV","2001",21835,20857,978,4.5
"CN540710","54","071","Pendleton County, WV","2001",3714,3533,181,4.9
"CN540730","54","073","Pleasants County, WV","2001",3310,3115,195,5.9
"CN540750","54","075","Pocahontas County, WV","2001",3965,3693,272,6.9
"CN540770","54","077","Preston County, WV","2001",13403,12703,700,5.2
"CN540790","54","079","Putnam County, WV","2001",25958,24827,1131,4.4
"PA540550","54","081","Raleigh County, WV","2001",32720,31039,1681,5.1
"CN540830","54","083","Randolph County, WV","2001",12769,12016,753,5.9
"CN540850","54","085","Ritchie County, WV","2001",4543,4233,310,6.8
"CN540870","54","087","Roane County, WV","2001",5953,5355,598,10
"CN540890","54","089","Summers County, WV","2001",4712,4393,319,6.8
"CN540910","54","091","Taylor County, WV","2001",6930,6550,380,5.5
"CN540930","54","093","Tucker County, WV","2001",3237,3047,190,5.9
"CN540950","54","095","Tyler County, WV","2001",3750,3523,227,6.1
"CN540970","54","097","Upshur County, WV","2001",10771,10192,579,5.4
"CN540990","54","099","Wayne County, WV","2001",17518,16524,994,5.7
"CN541010","54","101","Webster County, WV","2001",3152,2933,219,6.9
"CN541030","54","103","Wetzel County, WV","2001",6804,6241,563,8.3
"CN541050","54","105","Wirt County, WV","2001",2530,2361,169,6.7
"PA540600","54","107","Wood County, WV","2001",41815,39774,2041,4.9
"CN541090","54","109","Wyoming County, WV","2001",8520,7985,535,6.3
"CN550010","55","001","Adams County, WI","2001",9133,8673,460,5
"CN550030","55","003","Ashland County, WI","2001",9168,8632,536,5.8
"CN550050","55","005","Barron County, WI","2001",25402,24207,1195,4.7
"CN550070","55","007","Bayfield County, WI","2001",7983,7537,446,5.6
"CN550090","55","009","Brown County, WI","2001",132894,127688,5206,3.9
"CN550110","55","011","Buffalo County, WI","2001",8242,7877,365,4.4
"CN550130","55","013","Burnett County, WI","2001",8124,7706,418,5.1
"CN550150","55","015","Calumet County, WI","2001",24561,23590,971,4
"CN550170","55","017","Chippewa County, WI","2001",30779,29103,1676,5.4
"CN550190","55","019","Clark County, WI","2001",18082,17048,1034,5.7
"CN550210","55","021","Columbia County, WI","2001",30778,29455,1323,4.3
"CN550230","55","023","Crawford County, WI","2001",9340,8866,474,5.1
"PS550050","55","025","Dane County, WI","2001",274174,266623,7551,2.8
"PA550750","55","027","Dodge County, WI","2001",47777,45422,2355,4.9
"CN550290","55","029","Door County, WI","2001",17144,16346,798,4.7
"CN550310","55","031","Douglas County, WI","2001",22734,21617,1117,4.9
"CN550330","55","033","Dunn County, WI","2001",22967,22033,934,4.1
"CN550350","55","035","Eau Claire County, WI","2001",54058,51949,2109,3.9
"CN550370","55","037","Florence County, WI","2001",2664,2542,122,4.6
"PA550500","55","039","Fond du Lac County, WI","2001",56621,54325,2296,4.1
"CN550410","55","041","Forest County, WI","2001",4957,4652,305,6.2
"PA551300","55","043","Grant County, WI","2001",28361,27084,1277,4.5
"CN550450","55","045","Green County, WI","2001",20215,19385,830,4.1
"CN550470","55","047","Green Lake County, WI","2001",11008,10432,576,5.2
"CN550490","55","049","Iowa County, WI","2001",14021,13532,489,3.5
"CN550510","55","051","Iron County, WI","2001",3291,3038,253,7.7
"CN550530","55","053","Jackson County, WI","2001",9853,9292,561,5.7
"PA550900","55","055","Jefferson County, WI","2001",43349,41645,1704,3.9
"CN550570","55","057","Juneau County, WI","2001",13202,12367,835,6.3
"CN550590","55","059","Kenosha County, WI","2001",81682,77519,4163,5.1
"CN550610","55","061","Kewaunee County, WI","2001",11738,11290,448,3.8
"CN550630","55","063","La Crosse County, WI","2001",62429,60115,2314,3.7
"CN550650","55","065","Lafayette County, WI","2001",9453,9091,362,3.8
"CN550670","55","067","Langlade County, WI","2001",11125,10453,672,6
"CN550690","55","069","Lincoln County, WI","2001",16343,15528,815,5
"PA551050","55","071","Manitowoc County, WI","2001",47541,45149,2392,5
"PS550100","55","073","Marathon County, WI","2001",73243,70288,2955,4
"CN550750","55","075","Marinette County, WI","2001",22771,21423,1348,5.9
"CN550770","55","077","Marquette County, WI","2001",7764,7267,497,6.4
"CN550780","55","078","Menominee County, WI","2001",1691,1510,181,10.7
"PS550150","55","079","Milwaukee County, WI","2001",475983,450598,25385,5.3
"CN550810","55","081","Monroe County, WI","2001",22458,21435,1023,4.6
"CN550830","55","083","Oconto County, WI","2001",19901,18849,1052,5.3
"CN550850","55","085","Oneida County, WI","2001",20086,18986,1100,5.5
"PS550250","55","087","Outagamie County, WI","2001",94523,90730,3793,4
"PA550360","55","089","Ozaukee County, WI","2001",47926,46308,1618,3.4
"CN550910","55","091","Pepin County, WI","2001",4005,3833,172,4.3
"CN550930","55","093","Pierce County, WI","2001",22981,22224,757,3.3
"CN550950","55","095","Polk County, WI","2001",23478,22269,1209,5.1
"PA551100","55","097","Portage County, WI","2001",39205,37571,1634,4.2
"CN550990","55","099","Price County, WI","2001",8549,8086,463,5.4
"CN551010","55","101","Racine County, WI","2001",100007,94493,5514,5.5
"CN551030","55","103","Richland County, WI","2001",9826,9418,408,4.2
"PS550300","55","105","Rock County, WI","2001",83694,79136,4558,5.4
"CN551070","55","107","Rusk County, WI","2001",7973,7504,469,5.9
"CN551090","55","109","St. Croix County, WI","2001",39520,38040,1480,3.7
"CN551110","55","111","Sauk County, WI","2001",34431,33182,1249,3.6
"CN551130","55","113","Sawyer County, WI","2001",8824,8316,508,5.8
"CN551150","55","115","Shawano County, WI","2001",22531,21465,1066,4.7
"PA551150","55","117","Sheboygan County, WI","2001",64800,62348,2452,3.8
"CN551190","55","119","Taylor County, WI","2001",11171,10628,543,4.9
"CN551210","55","121","Trempealeau County, WI","2001",15811,15022,789,5
"CN551230","55","123","Vernon County, WI","2001",14708,14037,671,4.6
"CN551250","55","125","Vilas County, WI","2001",11360,10751,609,5.4
"PA550600","55","127","Walworth County, WI","2001",55175,53049,2126,3.9
"CN551290","55","129","Washburn County, WI","2001",8233,7748,485,5.9
"PA550370","55","131","Washington County, WI","2001",70841,68150,2691,3.8
"CN551330","55","133","Waukesha County, WI","2001",212448,204871,7577,3.6
"CN551350","55","135","Waupaca County, WI","2001",28272,26987,1285,4.5
"CN551370","55","137","Waushara County, WI","2001",12421,11771,650,5.2
"CN551390","55","139","Winnebago County, WI","2001",91881,88475,3406,3.7
"PA551200","55","141","Wood County, WI","2001",41318,39359,1959,4.7
"CN560010","56","001","Albany County, WY","2001",18527,17880,647,3.5
"CN560030","56","003","Big Horn County, WY","2001",5339,5083,256,4.8
"CN560050","56","005","Campbell County, WY","2001",21428,20847,581,2.7
"CN560070","56","007","Carbon County, WY","2001",7984,7629,355,4.4
"CN560090","56","009","Converse County, WY","2001",6532,6277,255,3.9
"CN560110","56","011","Crook County, WY","2001",3117,3006,111,3.6
"CN560130","56","013","Fremont County, WY","2001",18149,17214,935,5.2
"CN560150","56","015","Goshen County, WY","2001",6151,5902,249,4
"CN560170","56","017","Hot Springs County, WY","2001",2638,2527,111,4.2
"CN560190","56","019","Johnson County, WY","2001",3534,3394,140,4
"PA560100","56","021","Laramie County, WY","2001",40120,38464,1656,4.1
"CN560230","56","023","Lincoln County, WY","2001",7563,7260,303,4
"CN560250","56","025","Natrona County, WY","2001",37183,35780,1403,3.8
"CN560270","56","027","Niobrara County, WY","2001",1218,1169,49,4
"CN560290","56","029","Park County, WY","2001",14373,13758,615,4.3
"CN560310","56","031","Platte County, WY","2001",4178,4001,177,4.2
"CN560330","56","033","Sheridan County, WY","2001",14683,14094,589,4
"CN560350","56","035","Sublette County, WY","2001",3756,3656,100,2.7
"CN560370","56","037","Sweetwater County, WY","2001",20892,20064,828,4
"CN560390","56","039","Teton County, WY","2001",14267,13885,382,2.7
"CN560410","56","041","Uinta County, WY","2001",10802,10392,410,3.8
"CN560430","56","043","Washakie County, WY","2001",4231,4045,186,4.4
"CN560450","56","045","Weston County, WY","2001",3321,3180,141,4.2
"CN430010","72","001","Adjuntas Municipio, PR","2001",5099,4409,690,13.5
"CN430030","72","003","Aguada Municipio, PR","2001",14168,11990,2178,15.4
"PA430150","72","005","Aguadilla Municipio, PR","2001",20190,17218,2972,14.7
"CN430070","72","007","Aguas Buenas Municipio, PR","2001",8776,7735,1041,11.9
"CN430090","72","009","Aibonito Municipio, PR","2001",7495,6600,895,11.9
"CN430110","72","011","Anasco Municipio, PR","2001",9895,8333,1562,15.8
"PA430200","72","013","Arecibo Municipio, PR","2001",32333,28321,4012,12.4
"CN430150","72","015","Arroyo Municipio, PR","2001",4930,4161,769,15.6
"CN430170","72","017","Barceloneta Municipio, PR","2001",7035,5971,1064,15.1
"CN430190","72","019","Barranquitas Municipio, PR","2001",7211,6396,815,11.3
"PS430050","72","021","Bayamon Municipio, PR","2001",81822,74944,6878,8.4
"CN430230","72","023","Cabo Rojo Municipio, PR","2001",17488,15613,1875,10.7
"PS430100","72","025","Caguas Municipio, PR","2001",52133,46751,5382,10.3
"CN430270","72","027","Camuy Municipio, PR","2001",11851,10359,1492,12.6
"CN430290","72","029","Canovanas Municipio, PR","2001",13368,11556,1812,13.6
"PS430150","72","031","Carolina Municipio, PR","2001",75271,68754,6517,8.7
"CN430330","72","033","Catano Municipio, PR","2001",8497,7586,911,10.7
"CN430350","72","035","Cayey Municipio, PR","2001",15310,13497,1813,11.8
"CN430370","72","037","Ceiba Municipio, PR","2001",5749,5050,699,12.2
"CN430390","72","039","Ciales Municipio, PR","2001",4932,4160,772,15.7
"CN430410","72","041","Cidra Municipio, PR","2001",13833,12326,1507,10.9
"CN430430","72","043","Coamo Municipio, PR","2001",11080,9613,1467,13.2
"CN430450","72","045","Comerio Municipio, PR","2001",4822,4130,692,14.4
"CN430470","72","047","Corozal Municipio, PR","2001",9830,8754,1076,10.9
"CN430490","72","049","Culebra Municipio, PR","2001",788,731,57,7.2
"CN430510","72","051","Dorado Municipio, PR","2001",11818,10764,1054,8.9
"CN430530","72","053","Fajardo Municipio, PR","2001",14442,12387,2055,14.2
"CN430540","72","054","Florida Municipio, PR","2001",3488,2962,526,15.1
"CN430550","72","055","Guanica Municipio, PR","2001",5882,4808,1074,18.3
"CN430570","72","057","Guayama Municipio, PR","2001",12495,10744,1751,14
"CN430590","72","059","Guayanilla Municipio, PR","2001",6221,5190,1031,16.6
"PA430100","72","061","Guaynabo Municipio, PR","2001",42716,40023,2693,6.3
"CN430630","72","063","Gurabo Municipio, PR","2001",13537,12061,1476,10.9
"CN430650","72","065","Hatillo Municipio, PR","2001",11683,10264,1419,12.1
"CN430670","72","067","Hormigueros Municipio, PR","2001",6261,5565,696,11.1
"CN430690","72","069","Humacao Municipio, PR","2001",19964,17116,2848,14.3
"CN430710","72","071","Isabela Municipio, PR","2001",14299,12041,2258,15.8
"CN430730","72","073","Jayuya Municipio, PR","2001",4322,3708,614,14.2
"CN430750","72","075","Juana Diaz Municipio, PR","2001",14703,12645,2058,14
"CN430770","72","077","Juncos Municipio, PR","2001",11866,10284,1582,13.3
"CN430790","72","079","Lajas Municipio, PR","2001",8007,6854,1153,14.4
"CN430810","72","081","Lares Municipio, PR","2001",10239,8909,1330,13
"CN430830","72","083","Las Marias Municipio, PR","2001",3656,3059,597,16.3
"CN430850","72","085","Las Piedras Municipio, PR","2001",11621,9865,1756,15.1
"CN430870","72","087","Loiza Municipio, PR","2001",8316,7268,1048,12.6
"CN430890","72","089","Luquillo Municipio, PR","2001",6889,5705,1184,17.2
"CN430910","72","091","Manati Municipio, PR","2001",13661,11692,1969,14.4
"CN430930","72","093","Maricao Municipio, PR","2001",2033,1699,334,16.4
"CN430950","72","095","Maunabo Municipio, PR","2001",3556,2933,623,17.5
"PS430200","72","097","Mayaguez Municipio, PR","2001",31525,26960,4565,14.5
"CN430990","72","099","Moca Municipio, PR","2001",13253,11291,1962,14.8
"CN431010","72","101","Morovis Municipio, PR","2001",8495,7228,1267,14.9
"CN431030","72","103","Naguabo Municipio, PR","2001",7200,6124,1076,14.9
"CN431050","72","105","Naranjito Municipio, PR","2001",8276,7414,862,10.4
"CN431070","72","107","Orocovis Municipio, PR","2001",5270,4400,870,16.5
"CN431090","72","109","Patillas Municipio, PR","2001",5240,4422,818,15.6
"CN431110","72","111","Penuelas Municipio, PR","2001",7581,6441,1140,15
"PS430250","72","113","Ponce Municipio, PR","2001",57982,50814,7168,12.4
"CN431150","72","115","Quebradillas Municipio, PR","2001",8056,6971,1085,13.5
"CN431170","72","117","Rincon Municipio, PR","2001",4921,4157,764,15.5
"CN431190","72","119","Rio Grande Municipio, PR","2001",16843,14703,2140,12.7
"CN431210","72","121","Sabana Grande Municipio, PR","2001",8289,7183,1106,13.3
"CN431230","72","123","Salinas Municipio, PR","2001",8347,7156,1191,14.3
"CN431250","72","125","San German Municipio, PR","2001",12220,10374,1846,15.1
"PS430320","72","127","San Juan Municipio, PR","2001",169778,156181,13597,8
"CN431290","72","129","San Lorenzo Municipio, PR","2001",13152,11669,1483,11.3
"CN431310","72","131","San Sebastian Municipio, PR","2001",13910,11756,2154,15.5
"CN431330","72","133","Santa Isabel Municipio, PR","2001",8045,7087,958,11.9
"CN431350","72","135","Toa Alta Municipio, PR","2001",24162,22293,1869,7.7
"PA430250","72","137","Toa Baja Municipio, PR","2001",34406,31588,2818,8.2
"PA430300","72","139","Trujillo Alto Municipio, PR","2001",30924,28670,2254,7.3
"CN431410","72","141","Utuado Municipio, PR","2001",9282,8015,1267,13.7
"CN431430","72","143","Vega Alta Municipio, PR","2001",11774,10469,1305,11.1
"CN431450","72","145","Vega Baja Municipio, PR","2001",19645,17218,2427,12.4
"CN431470","72","147","Vieques Municipio, PR","2001",2334,2008,326,14
"CN431490","72","149","Villalba Municipio, PR","2001",7600,6577,1023,13.5
"CN431510","72","151","Yabucoa Municipio, PR","2001",10801,8787,2014,18.6
"CN431530","72","153","Yauco Municipio, PR","2001",14483,12533,1950,13.5
"CN010010","01","001","Autauga County, AL","2002",22135,21171,964,4.4
"PA011000","01","003","Baldwin County, AL","2002",69283,66117,3166,4.6
"CN010050","01","005","Barbour County, AL","2002",10961,10191,770,7
"CN010070","01","007","Bibb County, AL","2002",8931,8363,568,6.4
"CN010090","01","009","Blount County, AL","2002",25790,24523,1267,4.9
"CN010110","01","011","Bullock County, AL","2002",3864,3505,359,9.3
"CN010130","01","013","Butler County, AL","2002",9134,8478,656,7.2
"PA010250","01","015","Calhoun County, AL","2002",51989,49166,2823,5.4
"CN010170","01","017","Chambers County, AL","2002",17159,16114,1045,6.1
"CN010190","01","019","Cherokee County, AL","2002",11577,11078,499,4.3
"CN010210","01","021","Chilton County, AL","2002",19424,18522,902,4.6
"CN010230","01","023","Choctaw County, AL","2002",5719,5258,461,8.1
"CN010250","01","025","Clarke County, AL","2002",10694,9810,884,8.3
"CN010270","01","027","Clay County, AL","2002",6149,5801,348,5.7
"CN010290","01","029","Cleburne County, AL","2002",6786,6478,308,4.5
"CN010310","01","031","Coffee County, AL","2002",19328,18419,909,4.7
"PA010900","01","033","Colbert County, AL","2002",24933,23039,1894,7.6
"CN010350","01","035","Conecuh County, AL","2002",5156,4771,385,7.5
"CN010370","01","037","Coosa County, AL","2002",5168,4729,439,8.5
"CN010390","01","039","Covington County, AL","2002",17108,16186,922,5.4
"CN010410","01","041","Crenshaw County, AL","2002",5831,5509,322,5.5
"PA010400","01","043","Cullman County, AL","2002",37963,35886,2077,5.5
"PA010450","01","045","Dale County, AL","2002",20280,19230,1050,5.2
"PA010500","01","047","Dallas County, AL","2002",17059,15279,1780,10.4
"PA010270","01","049","DeKalb County, AL","2002",32433,30916,1517,4.7
"CN010510","01","051","Elmore County, AL","2002",31736,30355,1381,4.4
"CN010530","01","053","Escambia County, AL","2002",14890,13708,1182,7.9
"PS010010","01","055","Etowah County, AL","2002",46907,44182,2725,5.8
"CN010570","01","057","Fayette County, AL","2002",7868,7256,612,7.8
